n_experiments,setting,trial,scenario,baseline_improvement_10_percent_taste,baseline_log10_improvement_10_percent,min_time_budget_100_percent_taste,taste_speedup,log10_taste_speedup
5000,corr_sw_compute_0.7,2,infinite_compute,1.942901790297554e+19,19.28845084845886,0.18768842935762192,5.32797894586564,0.7265624999999999
5000,corr_sw_compute_0.7,3,default,1245.2395134358912,3.0952528930857275,0.5048065716667471,1.9809567785503386,0.29687499999999994
5000,corr_sw_compute_0.7,3,instant_time,76884.83225122484,4.885840671149706,0.48696752516586317,2.053525026457146,0.31249999999999994
5000,corr_sw_compute_0.7,3,infinite_compute,5.317633544059068e+17,17.725718405339162,0.1778279410038923,5.62341325190349,0.75
5000,corr_sw_compute_0.7,4,default,332.7800229547863,2.522157247363557,0.3337624694292039,2.9961427410043635,0.47656249999999994
5000,corr_sw_compute_0.7,4,instant_time,82827.8893644589,4.918176594727902,0.46138396827332145,2.1673921695684175,0.3359375
5000,corr_sw_compute_0.7,4,infinite_compute,6288930815867299.0,15.798576817108524,0.1433012570236963,6.978305848598661,0.8437499999999999
5000,corr_sw_compute_0.7,5,default,770.9187184589558,2.887008590780375,0.40679443210830474,2.458244068920197,0.39062499999999994
5000,corr_sw_compute_0.7,5,instant_time,20851.687055280625,4.319141198358154,0.35226946514731017,2.8387359647587544,0.45312499999999994
5000,corr_sw_compute_0.7,5,infinite_compute,5.4390972710481895e+19,19.735526825666014,0.1910952974970441,5.232991146814945,0.7187499999999999
5000,corr_sw_compute_0.7,6,default,71.95029305786424,1.8570325671837307,0.2788126665413133,3.586637624484769,0.5546875
5000,corr_sw_compute_0.7,6,instant_time,415880.1662850632,5.618968208947894,0.5424690937011326,1.8434229924091103,0.26562499999999994
5000,corr_sw_compute_0.7,6,infinite_compute,1.1348349138005054e+17,17.05493268863038,0.13823722273579,7.233941627366745,0.8593749999999999
5000,corr_sw_compute_0.7,7,default,156.28106540397675,2.193906363248235,0.3718026663914475,2.689598785575043,0.42968749999999994
5000,corr_sw_compute_0.7,7,instant_time,12797.538350674544,4.107126439684395,0.3718026663914475,2.689598785575043,0.42968749999999994
5000,corr_sw_compute_0.7,7,infinite_compute,1.023598467013278e+17,17.010129626796846,0.22467900918126443,4.450794062355996,0.6484375
5000,corr_sw_compute_0.7,8,default,174.27518787590273,2.241235559596316,0.3459891660869932,2.8902639100224503,0.4609375
5000,corr_sw_compute_0.7,8,instant_time,6749.768854793707,3.829288900711554,0.24582440689201976,4.067944321083047,0.609375
5000,corr_sw_compute_0.7,8,infinite_compute,4.9031279131424294e+23,23.690473223298653,0.31059002236247046,3.2196784442513793,0.5078125
5000,corr_sw_compute_0.7,9,default,237.92618863672618,2.376442247646549,0.3459891660869932,2.8902639100224503,0.4609375
5000,corr_sw_compute_0.7,9,instant_time,19598.280102488072,4.292217960398679,0.2996142741004364,3.3376246942920385,0.5234375
5000,corr_sw_compute_0.7,9,infinite_compute,1035767190495576.2,15.015262149960112,0.13823722273579,7.233941627366745,0.8593749999999999
5000,corr_all_0.7,0,default,1860.5767768395963,3.2696475959215405,0.4450794062355996,2.246790091812644,0.35156249999999994
5000,corr_all_0.7,0,instant_time,132153.10512992696,5.121077371969808,0.4216965034285823,2.371373705661655,0.37499999999999994
5000,corr_all_0.7,0,infinite_compute,61099.890840025364,4.786040434340476,0.3854228868623107,2.594552721404015,0.41406249999999994
5000,corr_all_0.7,1,default,2840.422321530331,3.4533829169042387,0.5829415347136074,1.715437896342879,0.234375
5000,corr_all_0.7,1,instant_time,921452.5356434541,5.964472969463904,0.5623413251903491,1.7782794100389228,0.25
5000,corr_all_0.7,1,infinite_compute,462038.274177009,5.664677952992014,0.4293510210083482,2.329096592460546,0.3671875
5000,corr_all_0.7,2,default,219.19707042230388,2.340834745487834,0.33982083289425596,2.9427271762092815,0.46874999999999994
5000,corr_all_0.7,2,instant_time,86127.32084927254,4.9351409378875495,0.5232991146814947,1.9109529749704404,0.28124999999999994
5000,corr_all_0.7,2,infinite_compute,390027.8517485423,5.591095620946531,0.378551524925863,2.6416483203860923,0.421875
5000,corr_all_0.7,3,default,439.7790038265484,2.643234491191351,0.5232991146814947,1.9109529749704404,0.28124999999999994
5000,corr_all_0.7,3,instant_time,113709.80861050799,5.055797928554816,0.40679443210830474,2.458244068920197,0.39062499999999994
5000,corr_all_0.7,3,infinite_compute,18963.776099367496,4.277924819069233,0.4450794062355996,2.246790091812644,0.35156249999999994
5000,corr_all_0.7,4,default,475.92125429037054,2.677535100501437,0.3854228868623107,2.594552721404015,0.41406249999999994
5000,corr_all_0.7,4,instant_time,19586.460859624072,4.291955969022151,0.41417845143644055,2.4144182212566387,0.3828124999999999
5000,corr_all_0.7,4,infinite_compute,626496.9461913167,5.796918958402009,0.4697588816706492,2.128751661796372,0.32812499999999994
5000,corr_all_0.7,5,default,1698.8159234721197,3.2301463231001724,0.5935229272296987,1.6848548794358387,0.22656249999999997
5000,corr_all_0.7,5,instant_time,452571.3506152227,5.655687058095222,0.39954205589498865,2.502865431174608,0.3984375
5000,corr_all_0.7,5,infinite_compute,59276.80666606105,4.772884799480994,0.33982083289425596,2.9427271762092815,0.46874999999999994
5000,corr_all_0.7,6,default,1251.5498588382168,3.0974481555718847,0.6493816315762113,1.539926526059492,0.18750000000000003
5000,corr_all_0.7,6,instant_time,724554.5250258379,5.86007107307404,0.5139696800771514,1.9456400615886353,0.28906249999999994
5000,corr_all_0.7,6,infinite_compute,39757.638210517674,4.599420577370018,0.321967844425138,3.105900223624704,0.4921874999999999
5000,corr_all_0.7,7,default,979.2071244012129,2.990874564602219,0.2890263910022451,3.4598916608699315,0.5390624999999999
5000,corr_all_0.7,7,instant_time,18612.94809996831,4.269815166368077,0.21673921695684178,4.6138396827332135,0.6640625
5000,corr_all_0.7,7,infinite_compute,329504.9250744887,5.517861910331207,0.4216965034285823,2.371373705661655,0.37499999999999994
5000,corr_all_0.7,8,default,116.33115233827107,2.065696030093389,0.40679443210830474,2.458244068920197,0.39062499999999994
5000,corr_all_0.7,8,instant_time,5135.077086939631,3.710546967540156,0.2502865431174608,3.995420558949886,0.6015625
5000,corr_all_0.7,8,infinite_compute,30595.00984215037,4.485650597241473,0.5048065716667471,1.9809567785503386,0.29687499999999994
5000,corr_all_0.7,9,default,987.3249878038314,2.994460128534336,0.5139696800771514,1.9456400615886353,0.28906249999999994
5000,corr_all_0.7,9,instant_time,5653.2671214812,3.752299506713342,0.26895987855750436,3.718026663914474,0.5703125
5000,corr_all_0.7,9,infinite_compute,33241.48998177647,4.521680481909943,0.321967844425138,3.105900223624704,0.4921874999999999
5000,corr_all_0.9,0,default,27.058952235389015,1.4323109760310548,0.7104974114426788,1.4074646633398433,0.14843749999999997
5000,corr_all_0.9,0,instant_time,80.16004933301322,1.9039579758017238,0.5232991146814947,1.9109529749704404,0.28124999999999994
5000,corr_all_0.9,0,infinite_compute,97.37288624858238,1.9884380432039535,0.5935229272296987,1.6848548794358387,0.22656249999999997
5000,corr_all_0.9,1,default,30.66983711815294,1.486711469530734,0.736525012271228,1.357727142105184,0.1328125
5000,corr_all_0.9,1,instant_time,94.3515276461245,1.9747489362223194,0.5424690937011326,1.8434229924091103,0.26562499999999994
5000,corr_all_0.9,1,infinite_compute,86.15582344696249,1.9352846376216137,0.5829415347136074,1.715437896342879,0.234375
5000,corr_all_0.9,2,default,10.246658578175529,1.0105822656215082,0.41417845143644055,2.4144182212566387,0.3828124999999999
5000,corr_all_0.9,2,instant_time,26.4593994937314,1.4225799834826909,0.2942727176209282,3.398208328942559,0.5312499999999999
5000,corr_all_0.9,2,infinite_compute,54.73085879618865,1.7382322628240254,0.437144481261109,2.2875732003183957,0.359375
5000,corr_all_0.9,3,default,14.454009939455664,1.1599883490293694,0.5829415347136074,1.715437896342879,0.234375
5000,corr_all_0.9,3,instant_time,64.80999075025319,1.8116419594702118,0.5725487884358379,1.7465760476621182,0.2421875
5000,corr_all_0.9,3,infinite_compute,60.551441068653006,1.7821244834116339,0.5523158417307099,1.8105582430271219,0.2578125
5000,corr_all_0.9,4,default,22.4959669424809,1.3521046651503328,0.6378043838892178,1.5678788438269704,0.1953125
5000,corr_all_0.9,4,instant_time,50.009702762559876,1.6990542732846468,0.437144481261109,2.2875732003183957,0.359375
5000,corr_all_0.9,4,infinite_compute,67.13171535236609,1.8269277444372563,0.47828581416537913,2.090800041278718,0.32031249999999994
5000,corr_all_0.9,5,default,31.852460503240696,1.5031429858615333,0.6264335366568856,1.596338544287942,0.20312499999999994
5000,corr_all_0.9,5,instant_time,61.032174259584416,1.7855588418903934,0.6042963902381329,1.6548170999431813,0.21874999999999997
